Time,Latitude,Longitude,Depth/Km,Magnitude,errorMag
50:41.8,42.8222,13.241,9.6,2.880284782622304,0.117425679
10:56.3,42.732,13.1822,9.6,2.681151500685143,0.117435679
14:28.2,42.8182,13.2367,9.8,2.4024645463559398,0.117445679
27:48.1,42.6225,13.3003,7.4,3.1995455228045397,0.117455679
34:34.1,42.6218,13.3167,8.2,3.0971147676934807,0.117465679
35:30.1,42.8107,13.1743,9.5,2.9552509098330244,0.117475679
47:32.0,42.8345,13.2172,8.3,2.6475112982243334,0.117485679
08:06.4,42.8168,13.1675,10.0,2.745668597383329,0.117495679
15:09.7,42.5157,13.3038,14.0,3.00491662642727,0.117505679
32:50.6,42.5967,13.2815,10.1,3.7,0.117515679
33:40.9,42.6687,13.2097,14.8,2.1293494968391133,0.117525679
38:15.3,42.6195,13.2853,7.3,2.7693930349822127,0.117535679
48:40.0,42.761,13.1717,10.2,2.861115699627208,0.117545679
16:23.7,42.6017,13.2925,7.3,2.10827285602305,0.117555679
22:34.0,42.7412,13.1888,8.1,2.6773377873838022,0.117565679
37:08.4,42.7483,13.1905,9.9,3.114502885159059,0.117575679
42:53.9,42.7957,13.2473,9.3,2.9553950839071694,0.117585679
47:41.7,42.8127,13.2463,9.6,2.4126984568472367,0.117595679
49:55.9,42.7587,13.245,9.9,2.566640556138444,0.117605679
04:15.3,42.5883,13.2957,8.5,2.419966521582821,0.117615679
05:29.2,42.6922,13.1613,10.8,3.5,0.117625679
09:18.2,42.5993,13.298,6.7,2.611910820511139,0.117635679
10:24.8,42.7687,13.1255,10.3,2.6115695997580484,0.117645679
14:27.3,42.7022,13.1637,10.9,2.3039396502899887,0.117655679
37:47.4,42.6533,13.2262,11.3,3.0025937891107812,0.117665679
38:24.7,42.8075,13.1757,9.9,2.547323127191171,0.117675679
11:55.5,42.6412,13.2992,10.9,2.901629609906205,0.117685679
14:04.8,42.8023,13.1503,7.0,2.164412501750479,0.117695679
14:33.8,42.7898,13.2412,9.3,2.9595256523533884,0.117705679
18:13.5,42.6272,13.2962,7.6,2.955840107527597,0.117715679
37:11.0,42.586,13.2965,9.0,2.3946857776487582,0.117725679
45:57.5,42.8568,13.2415,9.5,2.678545058129279,0.117735679
56:21.1,42.7852,13.2352,8.3,2.405760112836668,0.117745679
59:20.1,42.5142,13.2903,10.9,2.9375870302671307,0.117755679
15:04.4,42.5902,13.3012,8.3,3.0787414911649083,0.117765679
16:47.7,42.7773,13.259,14.6,3.118799352918888,0.117775679
24:27.6,42.6067,13.3052,9.8,2.58830735113057,0.117785679
35:25.8,42.7673,13.1798,9.6,2.547114981580176,0.117795679
36:23.7,42.7637,13.2352,9.1,2.520191445229222,0.117805679
51:38.2,42.6862,13.1742,10.0,2.5487322186358687,0.117815679
52:07.1,42.6127,13.2953,7.7,2.063062071377155,0.117825679
01:21.4,42.6098,13.2957,7.6,3.161617072737683,0.117835679
02:27.7,42.626,13.3035,7.7,2.2036577912722675,0.117845679
03:17.8,42.6398,13.3157,7.9,2.221639934990683,0.117855679
17:47.2,42.6837,13.2933,9.7,2.875409533160466,0.117865679
43:20.0,42.6517,13.2512,11.1,2.485515765489875,0.117875679
58:09.6,42.708,13.2182,10.6,2.0720701051562993,0.117885679
02:36.7,42.73,13.2028,10.2,2.5582496373212296,0.117895679
04:41.9,42.6008,13.293,7.7,3.097788681965265,0.117905679
15:14.7,42.6252,13.2948,7.4,2.0625066099470195,0.117915679
23:47.0,42.7388,13.1798,9.5,2.032755429843709,0.117925679
24:19.0,42.831,13.2335,9.1,3.054849516598807,0.117935679
26:28.3,42.793,13.1303,8.0,2.0886203095192495,0.117945679
31:26.8,42.7873,13.1297,7.9,2.612671656565485,0.117955679
47:30.9,42.7438,13.1428,10.8,2.602354720979653,0.117965679
49:12.3,42.794,13.1532,10.1,2.605947891574094,0.117975679
51:50.1,42.7373,13.1692,10.2,2.393253392074847,0.117985679
56:30.4,42.7438,13.1728,10.7,3.0081402011493132,0.117995679
56:30.5,42.746,13.175,10.6,3.0092360401709293,0.118005679
57:43.1,42.7315,13.1858,9.2,2.291816148231468,0.118015679
58:18.8,42.7812,13.246,9.4,3.1528165096046576,0.118025679
09:25.8,42.735,13.1808,10.8,2.816123175223829,0.118035679
17:40.2,42.6148,13.3055,10.2,2.273847676230768,0.118045679
19:18.2,42.8157,13.1683,10.4,2.438706439552983,0.118055679
26:42.9,42.9468,13.1017,12.5,2.4520701792755006,0.118065679
44:06.5,42.5958,13.2798,7.6,2.9706466241083445,0.118075679
50:58.6,42.6197,13.3108,9.8,2.470105976459268,0.118085679
55:49.5,42.6545,13.2207,10.4,2.4366471455919676,0.118095679
13:35.4,42.7343,13.2158,9.9,2.9475873371240686,0.118105679
19:50.5,42.7643,13.1168,12.3,2.9386998176042,0.118115679
29:00.7,42.8467,13.2177,8.8,3.1130702147781637,0.118125679
31:34.2,42.7532,13.1333,8.0,3.0319654575892927,0.118135679
37:47.7,42.8187,13.1542,10.4,3.1112308462895646,0.118145679
38:53.0,42.638,13.2952,7.2,3.1060505265898914,0.118155679
46:05.0,42.6293,13.2862,8.1,3.01225968512116,0.118165679
02:06.9,42.6407,13.2517,11.1,2.1553040900054588,0.118175679
07:06.5,42.7982,13.1583,10.2,2.548933364285589,0.118185679
13:36.9,42.8423,13.2577,8.1,2.017170526783916,0.118195679
21:25.0,42.8225,13.2278,7.5,2.316844332566041,0.118205679
22:17.7,42.6257,13.2985,9.4,3.0261337797036454,0.118215679
48:37.8,42.8232,13.1617,10.0,3.118030916336357,0.118225679
50:07.0,42.6165,13.3023,8.1,2.705448628985725,0.118235679
53:57.8,42.6112,13.325,9.2,2.340536493343324,0.118245679
03:25.0,42.6707,13.2747,10.4,2.0402723748025577,0.118255679
04:23.3,42.6287,13.3035,10.9,2.7115358702276167,0.118265679
05:08.8,42.6177,13.3248,9.8,2.7838847926924197,0.118275679
06:43.4,42.7162,13.3073,13.4,2.208293806757297,0.118285679
17:28.7,42.7918,13.148,9.2,2.693131301176813,0.118295679
18:28.0,42.8227,13.1367,8.3,2.6486598656263154,0.118305679
36:54.6,42.8992,13.2167,8.8,2.1286309133250065,0.118315679
50:49.0,42.5968,13.308,8.6,2.045334111064285,0.118325679
52:39.1,42.8343,13.2482,9.1,2.0773366486470732,0.118335679
53:29.4,42.8283,13.2473,8.1,2.8520650477050746,0.118345679
59:42.8,42.8355,13.2432,8.9,2.905116872296638,0.118355679
00:26.2,42.8367,13.2412,8.8,2.4499045246242033,0.118365679
07:22.4,42.7917,13.206,9.6,2.4260066665217543,0.118375679
16:29.1,42.7748,13.1168,8.6,2.9856833885500826,0.118385679
17:24.0,42.7743,13.1148,8.7,2.3749449300328003,0.118395679
19:59.8,42.8013,13.1558,10.0,2.1819276392400533,0.118405679
21:00.0,42.778,13.1107,8.3,3.188973293484827,0.118415679
26:39.8,42.8377,13.2437,8.9,3.7,0.118425679
29:11.5,42.6448,13.29,5.5,2.4205178244187886,0.118435679
38:55.6,42.7582,13.2263,10.3,2.697627477341111,0.118445679
06:23.5,42.7725,13.1135,10.1,2.27694270860927,0.118455679
18:52.5,42.6277,13.3117,10.2,3.139553870106848,0.118465679
20:03.5,43.0967,13.1125,18.6,3.173551244683104,0.118475679
30:19.9,42.7497,13.2398,10.4,2.5833002337576865,0.118485679
49:22.1,42.744,13.2627,10.3,2.5681186897923793,0.118495679
50:59.3,42.8428,13.2377,7.8,4.0,0.118505679
52:23.7,42.6158,13.31,9.7,2.0481254609760664,0.118515679
00:07.4,42.8415,13.2467,8.8,2.255759397820091,0.118525679
00:54.5,42.8402,13.2473,8.1,2.397892798062448,0.118535679
01:54.6,42.8322,13.2632,8.1,3.051521208397494,0.118545679
20:05.5,42.736,13.1892,8.8,2.0920635491746853,0.118555679
30:10.9,42.7367,13.1903,10.1,2.934235778359317,0.118565679
32:40.6,42.8425,13.2397,8.6,2.4426060337641293,0.118575679
38:48.7,42.8458,13.2398,8.7,2.478811521259652,0.118585679
40:18.2,42.8242,13.254,7.1,2.7042306618056107,0.118595679
45:36.2,42.5552,13.2348,10.9,2.339747232530365,0.118605679
46:10.8,42.8007,13.2432,8.4,2.38418735227288,0.118615679
10:25.6,42.6647,13.3062,10.0,2.1420106181356062,0.118625679
25:24.5,42.7248,13.2492,10.5,2.15472206818748,0.118635679
27:01.5,42.8307,13.2705,8.3,3.1415703933594057,0.118645679
39:33.3,42.81,13.2427,7.9,2.672984163151477,0.118655679
48:58.9,42.7407,13.2587,10.2,2.299394513105166,0.118665679
56:44.8,42.7487,13.2477,10.1,2.5771657697705757,0.118675679
57:41.8,42.6073,13.3118,8.2,2.0585844872027153,0.118685679
13:07.6,42.8383,13.2537,8.0,2.6968232704696766,0.118695679
24:04.5,42.6378,13.2862,6.0,2.509707123964883,0.118705679
26:11.5,42.7368,13.1957,10.1,2.917391210964325,0.118715679
36:05.8,42.6778,13.2695,10.0,2.682317420126464,0.118725679
42:03.2,42.6523,13.2097,12.8,2.3163427829776566,0.118735679
01:13.3,42.8058,13.2445,8.3,2.362052736239634,0.118745679
08:29.9,42.8383,13.2357,7.2,3.3,0.118755679
20:30.2,42.5475,13.3098,16.3,2.948849754564156,0.118765679
22:44.3,42.7058,13.1975,8.9,2.419184395232166,0.118775679
40:07.4,42.5928,13.2737,9.8,3.0090849979527174,0.118785679
41:03.4,42.7808,13.1637,10.2,2.566938677337215,0.118795679
52:03.0,42.7815,13.1638,10.0,2.7634399162457397,0.118805679
57:48.4,42.8442,13.2492,8.0,2.643803772470741,0.118815679
03:57.6,42.8928,13.3727,9.7,3.171837684072228,0.118825679
14:02.3,42.8483,13.2368,8.3,2.090542218741288,0.118835679
14:02.3,42.8483,13.246,8.9,2.0287946025798655,0.118845679
17:28.7,42.5958,13.3042,7.1,3.137588153063847,0.118855679
33:43.0,42.6238,13.3332,9.7,2.6215893682540026,0.118865679
36:07.3,42.6277,13.2943,8.1,2.7392619071631565,0.118875679
44:12.8,42.7658,13.2272,8.7,2.657006993852651,0.118885679
48:36.0,42.6465,13.2273,10.3,3.0548072690028834,0.118895679
54:24.9,42.8347,13.2407,8.1,2.2753209227145668,0.118905679
55:53.8,42.638,13.2987,7.4,2.7845678701047962,0.118915679
12:08.4,42.6103,13.311,10.1,2.2647284093930424,0.118925679
16:56.8,42.7372,13.2268,10.5,3.09270202617814,0.118935679
22:51.9,42.7832,13.1753,10.2,2.5974476004450833,0.118945679
27:16.4,42.4653,13.2447,11.0,2.5082791910034814,0.118955679
30:50.0,42.8157,13.2393,9.3,2.4332362864443935,0.118965679
31:43.9,42.5987,13.2758,10.3,2.478316388971651,0.118975679
47:04.4,42.7352,13.1948,10.0,3.0918314490255407,0.118985679
20:38.5,42.7872,13.2293,11.1,2.3706410669339872,0.118995679
41:38.4,42.7925,13.1815,8.6,2.5888739438366977,0.119005679
43:17.6,42.7712,13.2282,8.2,2.980830451763629,0.119015679
01:40.8,42.7478,13.2302,10.6,2.060661304733594,0.119025679
01:40.8,42.7547,13.2352,11.0,2.614395719928633,0.119035679
25:54.7,42.8327,13.1732,6.4,2.061118832926583,0.119045679
25:54.7,42.8357,13.165,8.3,2.5909521455091076,0.119055679
26:42.7,42.6037,13.3153,10.0,2.3269976268614476,0.119065679
32:12.6,42.7772,13.1428,8.8,2.2953362165676547,0.119075679
40:14.2,42.8468,13.2442,8.4,3.5,0.119085679
44:33.4,42.6078,13.3145,10.0,3.1364385419900236,0.119095679
45:24.4,42.8318,13.164,7.3,2.1414173650119097,0.119105679
01:01.9,42.8223,13.1617,10.5,2.8469315427036346,0.119115679
09:48.8,42.6132,13.3283,10.6,2.5901232792561517,0.119125679
11:29.1,42.841,13.2508,7.9,2.812583807291692,0.119135679
32:51.4,42.7163,13.2233,7.9,2.186043652304787,0.119145679
41:26.1,42.6088,13.2932,9.8,2.2208320280289504,0.119155679
44:10.9,42.6285,13.2908,8.5,2.2287060515575985,0.119165679
00:59.6,42.7948,13.2193,9.8,2.5658974200733917,0.119175679
03:15.8,42.6232,13.3,9.8,3.008422249113989,0.119185679
56:39.8,42.7192,13.2572,10.2,2.433291890398178,0.119195679
05:40.1,42.8448,13.2508,8.5,2.809610732196369,0.119205679
30:17.0,42.8165,13.1665,10.5,2.4017939067468324,0.119215679
37:06.8,42.7317,13.2112,10.0,3.175209821473241,0.119225679
38:59.2,42.5932,13.2873,18.5,2.6075731700923144,0.119235679
39:31.7,42.7558,13.1815,10.9,2.8100612169480943,0.119245679
44:21.0,42.781,13.177,10.1,2.3908236014175417,0.119255679
02:23.0,42.771,13.1148,7.1,2.084568695129727,0.119265679
03:42.8,42.7788,13.1332,8.7,3.0644067047506063,0.119275679
14:10.5,42.7465,13.2042,11.0,2.581526740605136,0.119285679
16:25.5,42.6313,13.2968,8.3,3.071423099267955,0.119295679
29:48.5,42.6443,13.3022,10.1,2.1003235835918637,0.119305679
59:22.9,42.6128,13.2623,10.8,3.070330504476458,0.119315679
21:19.6,42.6352,13.2912,10.5,3.187702001148975,0.119325679
31:28.1,42.676,13.2128,10.8,2.5816670616550317,0.119335679
43:52.0,42.7822,13.1302,9.3,2.9183555686571916,0.119345679
55:30.9,42.8258,13.1467,9.7,2.908958757909207,0.119355679
02:27.6,42.8047,13.1768,10.3,3.0145049405843625,0.119365679
50:27.0,42.8132,13.2083,10.8,2.8067095807207423,0.119375679
34:22.4,42.7783,13.1268,9.8,2.4854195499696066,0.119385679
58:16.8,42.6148,13.3088,9.9,2.453084640466548,0.119395679
59:38.8,42.8003,13.2393,7.5,2.239686117855746,0.119405679
19:27.2,42.6195,13.2897,11.0,2.8843141106763888,0.119415679
47:26.5,42.79,13.226,10.4,3.0043868690503652,0.119425679
13:11.1,42.6067,13.2983,10.1,2.290714767802268,0.119435679
26:57.8,42.6557,13.3328,10.4,2.6108735318286476,0.119445679
31:42.6,42.5932,13.2643,11.2,3.4,0.119455679
33:47.4,42.6207,13.2678,8.1,3.1149124315371797,0.119465679
34:29.1,42.5928,13.2715,11.2,2.781274684870459,0.119475679
43:04.7,42.5977,13.3038,9.9,2.3878120814308414,0.119485679
59:29.8,42.6782,13.3107,9.4,3.0776425500726674,0.119495679
10:33.1,42.6642,13.2942,11.2,2.890339293194281,0.119505679
25:06.5,42.7973,13.2132,9.5,2.4224567645592563,0.119515679
38:11.0,42.7387,13.1882,10.1,2.370050833925399,0.119525679
41:48.2,42.7675,13.1138,9.3,3.0483344039140094,0.119535679
43:08.6,42.7698,13.1027,9.3,3.180664889208762,0.119545679
48:40.3,42.7498,13.2565,10.8,3.149062104912337,0.119555679
01:02.0,42.7568,13.1458,10.1,2.359523084516321,0.119565679
18:26.6,42.7672,13.0905,7.5,2.4595015813169674,0.119575679
26:38.3,42.8087,13.1472,10.1,2.3251188218021017,0.119585679
27:22.8,42.7933,13.1427,10.4,2.3626087356957646,0.119595679
28:09.7,42.5953,13.3128,8.4,2.170076963821464,0.119605679
28:54.2,42.7633,13.1027,7.6,2.0757266192847017,0.119615679
35:35.7,42.6405,13.2805,6.5,3.1444021076834208,0.119625679
41:56.1,42.6217,13.31,7.2,2.2492228701881265,0.119635679
49:53.9,42.7492,13.0363,10.3,2.4616324748944205,0.119645679
52:55.4,42.8062,13.1422,8.8,2.0841450647256425,0.119655679
53:20.5,42.6202,13.3042,11.1,2.1156419940788957,0.119665679
11:19.1,42.7793,13.1178,6.8,3.0820948738409566,0.119675679
24:08.5,42.7852,13.1305,8.7,3.070737645062023,0.119685679
31:58.8,42.7832,13.1333,8.5,2.191588594034986,0.119695679
41:27.3,42.6005,13.2667,11.7,2.1536951417695516,0.119705679
41:46.1,42.8078,13.1502,10.3,2.041680955880562,0.119715679
01:06.1,42.6255,13.3032,6.7,2.9710596827706897,0.119725679
17:07.8,42.5923,13.2697,10.7,2.4955736213658155,0.119735679
43:27.5,42.7512,13.1443,12.3,2.5264906419543074,0.119745679
55:01.0,42.6107,13.2625,12.9,2.9798068007689498,0.119755679
13:08.5,42.65,13.321,7.5,2.1205232809790386,0.119765679
16:30.5,42.7303,13.218,10.1,2.085665870002692,0.119775679
40:49.8,42.7708,13.2152,10.5,2.9437929374658096,0.119785679
08:53.8,42.6825,13.2178,9.1,2.9842506922330285,0.119795679
09:22.9,42.6208,13.2818,14.2,2.139902843509467,0.119805679
11:42.4,42.6297,13.3192,10.8,2.5351265762737074,0.119815679
20:10.5,42.7932,13.1883,9.6,2.890941851996579,0.119825679
59:15.6,42.6182,13.3092,9.9,3.055986666963347,0.119835679
29:50.2,42.7572,13.2148,10.4,2.938311825889015,0.119845679
33:13.2,42.7212,13.2133,9.9,3.1475094039366587,0.119855679
10:23.6,42.7722,13.0933,8.4,2.2496610450047205,0.119865679
16:34.2,42.6032,13.3092,9.8,2.658417100041956,0.119875679
17:49.7,42.6088,13.3067,11.0,2.791728357507677,0.119885679
45:05.9,42.6322,13.3187,9.9,2.1718755909543868,0.119895679
49:26.6,42.7615,13.2522,9.2,2.2114834935771523,0.119905679
59:53.8,42.8362,13.2545,7.0,2.358902789643937,0.119915679
04:19.5,42.8093,13.165,10.8,2.4020878569188486,0.119925679
13:10.4,42.6252,13.3103,8.5,2.604385574270861,0.119935679
20:03.6,42.8165,13.2148,8.8,2.9665439990295295,0.119945679
37:19.8,42.7215,13.1973,11.2,3.3,0.119955679
38:46.8,42.7952,13.2073,9.9,2.7685639775941193,0.119965679
48:25.8,42.3903,13.3338,10.3,2.948425704212928,0.119975679
05:45.2,42.7597,13.2047,10.1,3.0089360152705513,0.119985679
17:49.5,42.6472,13.2242,14.5,2.3124105454939716,0.119995679
59:53.7,42.796,13.2352,8.1,2.962874092361756,0.120005679
01:16.5,42.7798,13.2408,14.9,2.6037328882586603,0.120015679
40:31.6,42.4588,13.2803,9.8,3.0903072468897426,0.120025679
40:32.4,42.5043,13.2513,11.8,2.1213014427378547,0.120035679
08:02.0,42.5703,13.2695,11.6,2.8713956267704233,0.120045679
12:41.7,42.8672,13.2457,8.7,2.6354561329871222,0.120055679
13:35.6,42.7945,13.1852,10.0,2.1313358005803873,0.120065679
18:18.0,42.6265,13.2948,7.8,3.3,0.120075679
26:44.4,42.5962,13.3152,11.1,2.5570798761980726,0.120085679
51:50.1,42.6188,13.2997,10.9,2.136059459055861,0.120095679
01:51.0,42.6163,13.3023,8.3,2.13974242941188,0.120105679
05:37.7,42.6092,13.3138,7.0,3.0053935656839332,0.120115679
06:33.3,42.6113,13.3012,7.4,3.03831631181058,0.120125679
11:46.5,42.8102,13.1528,10.4,2.273297318954128,0.120135679
24:17.3,42.7793,13.0992,12.7,2.548856062085122,0.120145679
25:32.6,42.7788,13.1073,10.6,3.1556739867279058,0.120155679
44:07.4,42.7967,13.1737,9.9,2.6297876301319656,0.120165679
13:55.5,42.7313,13.1983,10.0,2.922771954987215,0.120175679
09:12.6,42.8382,13.2218,9.2,2.123938775965031,0.120185679
17:50.7,42.7898,13.2448,11.3,3.197998880405976,0.120195679
44:50.2,42.7415,13.2083,10.6,2.492676756532177,0.120205679
07:33.0,42.5985,13.2867,8.6,3.5,0.120215679
18:08.8,42.8037,13.155,10.1,2.985525420637608,0.120225679
00:58.4,42.7545,13.162,9.9,2.485201235640515,0.120235679
04:32.2,42.568,13.2118,11.1,2.4445544410440676,0.120245679
34:05.8,42.8062,13.148,10.0,3.1207024265079366,0.120255679
37:39.0,42.7718,13.1198,11.5,3.5,0.120265679
38:52.5,42.7817,13.1197,12.4,2.7314110613000553,0.120275679
39:15.0,42.778,13.1308,11.7,2.056177864009142,0.120285679
40:09.4,42.7812,13.1242,12.2,2.633900676613279,0.120295679
53:32.8,42.6982,13.1888,4.2,2.019235994671531,0.120305679
55:35.4,42.8232,13.2323,8.7,4.2,0.120315679
25:18.6,42.7323,13.247,10.3,2.373685999225704,0.120325679
39:18.6,42.8387,13.1702,10.7,2.280089418847469,0.120335679
42:01.7,42.8183,13.1387,9.2,3.7,0.120345679
54:40.8,42.7862,13.1687,11.1,2.8122385112764547,0.120355679
02:14.1,42.8202,13.147,9.2,2.599859012897759,0.120365679
03:17.2,42.8003,13.1572,10.3,3.1377967021841484,0.120375679
18:25.3,42.8298,13.2493,9.0,2.679564882972838,0.120385679
28:31.8,42.779,13.1237,11.2,2.0611330522320483,0.120395679
30:21.5,42.7738,13.1247,7.2,2.3449949019108205,0.120405679
32:25.2,42.7802,13.1492,10.4,2.958651484483718,0.120415679
33:20.6,42.6373,13.2518,10.6,2.7682674224769506,0.120425679
44:49.9,42.8287,13.2502,9.6,2.4215610825645477,0.120435679
45:46.6,42.7568,13.2277,9.8,2.581612008704928,0.120445679
00:18.4,42.6058,13.2987,7.4,3.1924720641612456,0.120455679
14:43.0,42.7683,13.1533,10.7,2.7397326096021364,0.120465679
57:23.6,42.7817,13.13,11.4,3.1786104127660826,0.120475679
18:28.1,42.6668,13.246,10.6,2.8606345801118844,0.120485679
44:32.7,42.8272,13.2448,8.8,2.60672864594469,0.120495679
59:33.4,42.8622,13.2648,8.8,2.801815741311067,0.120505679
00:41.6,42.6058,13.2957,9.7,2.6728506076214362,0.120515679
22:30.7,42.7398,13.2032,9.1,2.7810731781257725,0.120525679
24:05.9,42.7808,13.1198,11.1,2.707780373733042,0.120535679
47:12.6,42.7578,13.1507,10.1,2.3376791302180613,0.120545679
18:14.0,42.5655,13.3257,10.2,2.358209947419869,0.120555679
19:00.8,42.651,13.2337,12.2,2.256817481933731,0.120565679
22:32.6,42.7223,13.2568,10.1,2.407146474610833,0.120575679
23:14.5,42.8273,13.2483,9.5,2.045669216828404,0.120585679
32:33.3,42.6867,13.2925,8.9,2.2776083566357217,0.120595679
05:54.2,42.6678,13.2473,12.4,2.7139114109014457,0.120605679
16:21.8,42.7807,13.1898,9.6,2.3938397842137995,0.120615679
29:19.1,42.8062,13.2073,9.0,2.4255982275091914,0.120625679
48:33.3,42.8113,13.2043,10.1,2.8214706222715416,0.120635679
35:32.7,42.7303,13.1888,10.7,2.882912030202511,0.120645679
44:25.7,42.7637,13.1937,10.3,3.4,0.120655679
50:15.3,42.8147,13.3077,20.2,2.9804115114089886,0.120665679
34:49.8,42.8218,13.2072,17.0,2.5229545583850803,0.120675679
40:36.1,42.7122,13.2932,13.8,2.8918113463198525,0.120685679
00:51.7,42.8175,13.2262,9.3,2.1325941682320853,0.120695679
24:45.6,42.8023,13.2058,9.8,3.0709512403436445,0.120705679
04:04.2,42.7375,13.2113,10.1,2.9821336250456154,0.120715679
05:46.0,42.8022,13.1723,9.8,2.756399341673109,0.120725679
15:44.9,42.7037,13.3142,12.2,3.0325221189086684,0.120735679
27:23.3,42.7047,13.3277,14.4,2.3206843470709555,0.120745679
50:36.9,42.7555,13.1817,9.9,2.156370878935285,0.120755679
53:24.3,42.6147,13.3257,10.9,2.4325227131581757,0.120765679
19:31.8,42.5882,13.2935,14.8,2.3969887836464356,0.120775679
25:23.2,42.6158,13.256,10.8,2.5361729612275608,0.120785679
34:03.6,42.8137,13.1503,10.5,3.001591775033155,0.120795679
46:37.6,42.6142,13.301,10.1,3.060859572172661,0.120805679
48:47.8,42.8277,13.1552,9.9,3.195747248879964,0.120815679
20:10.8,42.75,13.1792,9.6,3.6,0.120825679
33:14.9,42.5817,13.3062,9.7,2.5581033536717226,0.120835679
59:37.7,42.6227,13.2953,10.2,2.3598646779739245,0.120845679
07:36.8,42.8308,13.1623,9.8,2.4684043673945526,0.120855679
09:45.4,42.7345,13.2118,9.3,3.1094694906297327,0.120865679
10:13.0,42.7542,13.1837,9.8,2.9719775933465993,0.120875679
28:09.2,42.8028,13.2107,10.0,3.0687678294016267,0.120885679
34:36.8,42.6427,13.293,9.2,3.0505339757444463,0.120895679
54:43.4,42.5097,13.2928,11.3,2.2344293345391337,0.120905679
07:19.8,42.7985,13.1612,9.0,2.8445162837439946,0.120915679
24:35.1,42.8205,13.2355,9.1,2.6917541313161015,0.120925679
31:35.9,42.7817,13.1247,11.9,3.0988112046776646,0.120935679
32:13.6,42.8002,13.207,9.9,2.52070415947808,0.120945679
40:29.8,42.7442,13.2373,10.9,2.378195719919299,0.120955679
41:51.5,42.7087,13.2693,10.3,2.2654949589778024,0.120965679
47:38.2,42.6472,13.3193,8.0,2.550282976209105,0.120975679
21:52.5,42.6198,13.2992,7.9,2.467171849959538,0.120985679
36:33.1,42.6255,13.327,10.0,2.3228924423255317,0.120995679
50:47.6,42.8217,13.238,6.4,2.3337991131254068,0.121005679
39:58.4,42.6337,13.2858,10.4,2.9827329702147583,0.121015679
48:44.6,42.6638,13.315,7.8,2.3352772188699285,0.121025679
53:13.3,42.6287,13.307,8.4,2.5928877625600872,0.121035679
29:28.3,42.7268,13.137,8.3,2.1110558192626496,0.121045679
30:46.6,42.6473,13.2938,9.2,2.7584014526566163,0.121055679
27:25.4,42.6315,13.3012,9.3,2.862576563850125,0.121065679
34:19.4,42.785,13.2457,8.5,2.1141962715663962,0.121075679
34:19.5,42.7927,13.2495,8.8,2.279812631051312,0.121085679
10:30.1,42.8287,13.2623,7.8,2.3341389512659,0.121095679
15:36.3,42.7477,13.183,10.0,2.856086965639696,0.121105679
25:01.2,42.8002,13.2387,8.7,2.5199179102874982,0.121115679
41:12.5,42.6153,13.243,13.0,2.515689827985602,0.121125679
58:08.9,42.7337,13.1927,9.8,2.985888722250481,0.121135679
02:18.0,42.8375,13.25,8.0,2.138041807505711,0.121145679
07:38.7,42.7992,13.2302,9.1,2.9428051795503887,0.121155679
10:44.8,42.6717,13.2022,12.3,2.6379633393060566,0.121165679
23:21.5,42.8025,13.2285,8.0,2.4209778373250184,0.121175679
24:57.1,42.7495,13.2468,9.8,3.0107601672053503,0.121185679
38:58.6,42.7897,13.2375,7.0,2.6477113502501326,0.121195679
43:52.5,42.8287,13.1483,8.7,3.1218173684317616,0.121205679
49:56.3,42.74,13.1773,9.4,2.152268134473635,0.121215679
02:52.0,42.7513,13.2578,9.1,3.132671064603102,0.121225679
27:37.4,42.7898,13.2355,9.7,3.093936557980657,0.121235679
38:17.7,42.809,13.2422,7.5,2.9660739743089355,0.121245679
44:13.1,42.7563,13.1608,12.8,2.3176488585889374,0.121255679
52:22.6,42.8628,13.2198,8.3,3.3,0.121265679
46:13.4,42.8182,13.2397,8.3,2.5836414129361027,0.121275679
00:31.4,42.8145,13.2382,8.7,2.2324742463056744,0.121285679
04:51.8,42.8512,13.2232,8.3,3.162100835519823,0.121295679
28:58.0,42.5962,13.3022,9.9,2.282697838525464,0.121305679
37:51.6,42.7348,13.1945,10.5,2.281336262849139,0.121315679
37:12.8,42.8057,13.2438,7.6,2.878057910428815,0.121325679
47:37.6,42.7942,13.2032,9.5,2.2144345083589037,0.121335679
09:50.7,42.7455,13.2262,12.4,2.028099013161499,0.121345679
13:22.2,42.8337,13.1323,9.9,2.096512172852443,0.121355679
45:22.6,42.7437,13.2238,12.9,2.38720058062743,0.121365679
34:57.7,42.8553,13.2197,8.9,2.835522615860872,0.121375679
44:30.9,42.7538,13.1495,10.4,2.8355052116173454,0.121385679
47:25.5,42.7543,13.1502,9.7,2.2724780922369194,0.121395679
07:07.9,42.7277,13.26,10.1,3.094251716727614,0.121405679
09:40.3,42.7465,13.1458,8.2,3.0430196783919685,0.121415679
11:23.2,42.7568,13.1483,10.4,2.381948891396673,0.121425679
35:55.7,42.8038,13.1408,9.0,3.3,0.121435679
31:32.5,42.8243,13.233,9.6,2.3891897721948983,0.121445679
43:24.0,42.7332,13.2268,11.0,2.794583872045557,0.121455679
02:56.6,42.6703,13.1935,12.3,2.650046749046105,0.121465679
55:14.4,42.7983,13.1817,11.0,3.0705692007759553,0.121475679
22:25.7,42.7392,13.1867,10.1,2.281380057551439,0.121485679
06:24.2,42.7463,13.2117,11.1,3.1594938411513267,0.121495679
